Time,Temperature,Stress,Creep Strain
0.008090278,338.7,10.37343,7.28E-04
0.008252315,338.7,10.3724,7.28E-04
0.008402778,338.7,10.37297,7.27E-04
0.008576389,338.7,10.37274,7.27E-04
0.008738426,338.7,10.37336,7.27E-04
0.008900463,338.7,10.37504,7.27E-04
0.0090625,338.7,10.37383,7.27E-04
0.009212963,338.7,10.37372,7.27E-04
0.009386574,338.7,10.3755,7.28E-04
0.009548611,338.7,10.37514,7.29E-04
0.009710648,338.7,10.37697,7.28E-04
0.009872685,338.7,10.37591,7.28E-04
0.010034722,338.7,10.37778,7.31E-04
0.010196759,338.7,10.37922,7.34E-04
0.010358796,338.7,10.37924,7.34E-04
0.010520833,338.7,10.37842,7.36E-04
0.01068287,338.7,10.3784,7.39E-04
0.010844907,338.7,10.37755,7.41E-04
0.01099537,338.7,10.37747,7.43E-04
0.011168981,338.7,10.37737,7.44E-04
0.011331019,338.7,10.37726,7.46E-04
0.011493056,338.7,10.37713,7.45E-04
0.011655093,338.7,10.37698,7.45E-04
0.01181713,338.7,10.37679,7.44E-04
0.011979167,338.7,10.37667,7.43E-04
0.012141204,338.7,10.37735,7.43E-04
0.012303241,338.7,10.37723,7.44E-04
0.012465278,338.7,10.37795,7.43E-04
0.012627315,338.7,10.37789,7.42E-04
0.012789352,338.7,10.37864,7.42E-04
0.012951389,338.7,10.3786,7.42E-04
0.013113426,338.7,10.3794,7.41E-04
0.013275463,338.7,10.37043,7.40E-04
0.0134375,338.7,10.36723,7.42E-04
0.013599537,338.7,10.37057,7.44E-04
0.013761574,338.7,10.36736,7.48E-04
0.013923611,338.7,10.3674,7.49E-04
0.014085648,338.7,10.36664,7.50E-04
0.014247685,338.7,10.36586,7.51E-04
0.014421296,338.7,10.36502,7.52E-04
0.014571759,338.7,10.36494,7.51E-04
0.014733796,338.7,10.36485,7.52E-04
0.014895833,338.7,10.36477,7.50E-04
0.01505787,338.7,10.3655,7.50E-04
0.015231481,338.7,10.36545,7.50E-04
0.015381944,338.7,10.36624,7.49E-04
0.015543981,338.7,10.36623,7.48E-04
0.015706019,338.7,10.36708,7.47E-04
0.015868056,338.7,10.36712,7.45E-04
0.016030093,338.7,10.36718,7.46E-04
0.01619213,338.7,10.36724,7.47E-04
0.016354167,338.7,10.36626,7.46E-04
0.016516204,338.7,10.36744,7.46E-04
0.016678241,338.7,10.36944,7.44E-04
0.016840278,338.7,10.36958,7.44E-04
0.017013889,338.7,10.36865,7.44E-04
0.017175926,338.7,10.36881,7.44E-04
0.017326389,338.7,10.36897,7.45E-04
0.017488426,338.7,10.36916,7.44E-04
0.017650463,338.7,10.37016,7.43E-04
0.017824074,338.7,10.3704,7.44E-04
0.017986111,338.7,10.37393,7.45E-04
0.018136574,338.7,10.37417,7.46E-04
0.018298611,338.7,10.37358,7.49E-04
0.018460648,338.7,10.37378,7.50E-04
0.018634259,338.7,10.37314,7.52E-04
0.018796296,338.7,10.37328,7.53E-04
0.018958333,338.7,10.37151,7.56E-04
0.019108796,338.7,10.37266,7.57E-04
0.019270833,338.7,10.37189,7.59E-04
0.019444444,338.7,10.37112,7.59E-04
0.019606481,338.7,10.37108,7.59E-04
0.019768519,338.7,10.37106,7.60E-04
0.019918981,338.7,10.37104,7.61E-04
0.020081019,338.7,10.37097,7.62E-04
0.02025463,338.7,10.37093,7.61E-04
0.020416667,338.7,10.3701,7.60E-04
0.020578704,338.7,10.3709,7.61E-04
0.020740741,338.7,10.37091,7.60E-04
0.020891204,338.7,10.37093,7.59E-04
0.021053241,338.7,10.3685,7.58E-04
0.021226852,338.7,10.36856,7.57E-04
0.021388889,338.7,10.36947,7.57E-04
0.021550926,338.7,10.36957,7.59E-04
0.021712963,338.7,10.36973,7.59E-04
0.021863426,338.7,10.36986,7.61E-04
0.022037037,338.7,10.36997,7.64E-04
0.022199074,338.7,10.36926,7.66E-04
0.022361111,338.7,10.36853,7.68E-04
0.022523148,338.7,10.36856,7.71E-04
0.022696759,338.7,10.36775,7.75E-04
0.022847222,338.7,10.36772,7.77E-04
0.023009259,338.7,10.36577,7.79E-04
0.023171296,338.7,10.36675,7.82E-04
0.023333333,338.7,10.36664,7.84E-04
0.02349537,338.7,10.36569,7.87E-04
0.023668981,338.7,10.36551,7.88E-04
0.023819444,338.7,10.36344,7.89E-04
0.023981481,338.7,10.36428,7.91E-04
0.024143519,338.7,10.36321,7.90E-04
0.024305556,338.7,10.36374,7.89E-04
0.024479167,338.7,10.36349,7.89E-04
0.02462963,338.7,10.36324,7.88E-04
0.024791667,338.7,10.36382,7.88E-04
0.024953704,338.7,10.36362,7.88E-04
0.025115741,338.7,10.36427,7.87E-04
0.025289352,338.7,10.36598,7.87E-04
0.025451389,338.7,10.36479,7.86E-04
0.025601852,338.7,10.36552,7.86E-04
0.025763889,338.7,10.36544,7.85E-04
0.0259375,338.7,10.36538,7.84E-04
0.026099537,338.7,10.36614,7.83E-04
0.02625,338.7,10.36693,7.83E-04
0.026412037,338.7,10.36777,7.84E-04
0.026574074,338.7,10.36785,7.85E-04
0.026747685,338.7,10.36793,7.86E-04
0.026909722,338.7,10.36798,7.86E-04
0.027071759,338.7,10.36801,7.87E-04
0.027222222,338.7,10.37051,7.87E-04
0.027384259,338.7,10.37051,7.88E-04
0.02755787,338.7,10.37048,7.90E-04
0.027719907,338.7,10.36854,7.90E-04
0.027881944,338.7,10.36623,7.90E-04
0.028032407,338.7,10.36612,7.91E-04
0.028194444,338.7,10.36601,7.89E-04
0.028368056,338.7,10.36861,7.89E-04
0.028530093,338.7,10.36751,7.89E-04
0.02869213,338.7,10.36752,7.91E-04
0.028854167,338.7,10.36483,7.92E-04
0.02900463,338.7,10.36665,7.92E-04
0.029166667,338.7,10.36843,7.91E-04
0.029340278,338.7,10.36733,7.91E-04
0.029502315,338.7,10.36813,7.92E-04
0.029664352,338.7,10.36816,7.93E-04
0.029814815,338.7,10.37148,7.93E-04
0.029976852,338.7,10.37069,7.92E-04
0.030150463,338.7,10.37175,7.92E-04
0.0303125,338.7,10.37067,7.90E-04
0.030474537,338.7,10.37065,7.90E-04
0.030636574,338.7,10.37253,7.87E-04
0.030798611,338.7,10.36823,7.88E-04
0.030960648,338.7,10.36827,7.88E-04
0.031122685,338.7,10.36912,7.87E-04
0.031284722,338.7,10.36921,7.84E-04
0.031446759,338.7,10.36929,7.83E-04
0.031608796,338.7,10.36942,7.83E-04
0.031782407,338.7,10.36955,7.83E-04
0.03193287,338.7,10.37051,7.82E-04
0.032094907,338.7,10.37069,7.83E-04
0.032256944,338.7,10.37087,7.82E-04
0.032418981,338.7,10.37101,7.83E-04
0.032592593,338.7,10.37448,7.85E-04
0.03275463,338.7,10.37466,7.85E-04
0.032905093,338.7,10.37481,7.87E-04
0.03306713,338.7,10.37416,7.87E-04
0.033229167,338.7,10.37245,7.90E-04
0.033391204,338.7,10.37363,7.91E-04
0.033564815,338.7,10.37288,7.92E-04
0.033715278,338.7,10.37293,7.93E-04
0.033877315,338.7,10.37214,7.93E-04
0.034039352,338.7,10.3713,7.94E-04
0.034201389,338.7,10.37314,7.94E-04
0.034375,338.7,10.37204,7.94E-04
0.034537037,338.7,10.37204,7.93E-04
0.0346875,338.7,10.3696,7.93E-04
0.034849537,338.7,10.36964,7.93E-04
0.035011574,338.7,10.36974,7.92E-04
0.035185185,338.7,10.37395,7.93E-04
0.035347222,338.7,10.37406,7.93E-04
0.035509259,338.7,10.37337,7.94E-04
0.035659722,338.7,10.37345,7.94E-04
0.035821759,338.7,10.37356,7.95E-04
0.03599537,338.7,10.37364,7.97E-04
0.036157407,338.7,10.37372,7.97E-04
0.03630787,338.7,10.3738,7.99E-04
0.036469907,338.7,10.37308,8.00E-04
0.036631944,338.7,10.37234,8.02E-04
0.036805556,338.7,10.3705,8.03E-04
0.036967593,338.7,10.37074,8.02E-04
0.03712963,338.7,10.36822,8.01E-04
0.037291667,338.7,10.36819,7.98E-04
0.03744213,338.7,10.369,7.97E-04
0.037615741,338.7,10.36907,7.97E-04
0.037777778,338.7,10.36912,8.00E-04
0.037939815,338.7,10.36915,8.02E-04
0.038101852,338.7,10.36917,8.04E-04
0.038263889,338.7,10.36508,8.06E-04
0.0384375,338.7,10.36503,8.08E-04
0.038587963,338.7,10.36416,8.09E-04
0.03875,338.7,10.36408,8.10E-04
0.038912037,338.7,10.364,8.12E-04
0.039074074,338.7,10.36309,8.13E-04
0.039247685,338.7,10.36297,8.15E-04
0.039409722,338.7,10.36284,8.17E-04
0.039560185,338.7,10.36598,8.18E-04
0.039722222,338.7,10.36255,8.18E-04
0.039884259,338.7,10.3616,8.18E-04
0.040046296,338.7,10.36472,8.17E-04
0.040219907,338.7,10.36126,8.16E-04
0.04037037,338.7,10.36191,8.16E-04
0.040532407,338.7,10.36177,8.15E-04
0.040694444,338.7,10.36245,8.14E-04
0.040856481,338.7,10.36235,8.14E-04
0.041030093,338.7,10.36308,8.14E-04
0.04119213,338.7,10.36385,8.15E-04
0.041342593,338.7,10.36573,8.15E-04
0.04150463,338.7,10.36281,8.17E-04
0.041666667,338.7,10.36387,8.17E-04
0.041840278,338.7,10.36717,8.18E-04
0.042002315,338.7,10.36714,8.18E-04
0.042164352,338.7,10.3671,8.19E-04
0.042314815,338.7,10.36704,8.19E-04
0.042476852,338.7,10.36697,8.21E-04
0.042650463,338.7,10.36607,8.23E-04
0.0428125,338.7,10.36597,8.24E-04
0.042974537,338.7,10.36399,8.23E-04
0.043125,338.7,10.36492,8.23E-04
0.043287037,338.7,10.36229,8.22E-04
0.043460648,338.7,10.36215,8.22E-04
0.043622685,338.7,10.36285,8.22E-04
0.043784722,338.7,10.36275,8.21E-04
0.043935185,338.7,10.36267,8.20E-04
0.044097222,338.7,10.36342,8.19E-04
0.044259259,338.7,10.3642,8.19E-04
0.04443287,338.7,10.36502,8.18E-04
0.044594907,338.7,10.36505,8.21E-04
0.044756944,338.7,10.36839,8.23E-04
0.044907407,338.7,10.36845,8.23E-04
0.045069444,338.7,10.36851,8.24E-04
0.045243056,338.7,10.36853,8.25E-04
0.045405093,338.7,10.36772,8.26E-04
0.04556713,338.7,10.36771,8.25E-04
0.045729167,338.7,10.36499,8.25E-04
0.04587963,338.7,10.36597,8.25E-04
0.046053241,338.7,10.36588,8.26E-04
0.046215278,338.7,10.36576,8.27E-04
0.046377315,338.7,10.36648,8.26E-04
0.046539352,338.7,10.36644,8.24E-04
0.046689815,338.7,10.36722,8.24E-04
0.046863426,338.7,10.36722,8.22E-04
0.047025463,338.7,10.36723,8.23E-04
0.0471875,338.7,10.36397,8.22E-04
0.047349537,338.7,10.36482,8.22E-04
0.0475,338.7,10.36817,8.21E-04
0.047673611,338.7,10.36826,8.19E-04
0.047835648,338.7,10.36916,8.18E-04
0.047997685,338.7,10.36598,8.17E-04
0.048148148,338.7,10.36609,8.16E-04
0.048310185,338.7,10.36624,8.15E-04
0.048483796,338.7,10.36638,8.14E-04
0.048645833,338.7,10.36656,8.13E-04
0.04880787,338.7,10.36673,8.13E-04
0.048969907,338.7,10.36692,8.11E-04
0.04912037,338.7,10.36792,8.13E-04
0.049282407,338.7,10.37038,8.12E-04
0.049456019,338.7,10.37171,8.12E-04
0.049618056,338.7,10.37196,8.13E-04
0.049768519,338.7,10.37137,8.15E-04
0.049930556,338.7,10.37483,8.16E-04
0.050092593,338.7,10.3742,8.18E-04
0.050266204,338.7,10.37351,8.18E-04
0.050428241,338.7,10.37363,8.20E-04
0.050590278,338.7,10.37291,8.21E-04
0.050740741,338.7,10.36886,8.25E-04
0.050902778,338.7,10.36806,8.23E-04
0.051076389,338.7,10.368,8.22E-04
0.051238426,338.7,10.36796,8.23E-04
0.051400463,338.7,10.36978,8.24E-04
0.0515625,338.7,10.36871,8.23E-04
0.051724537,338.7,10.36874,8.22E-04
0.051886574,338.7,10.3655,8.22E-04
0.052048611,338.7,10.36556,8.21E-04
0.052210648,338.7,10.36647,8.21E-04
0.052372685,338.7,10.37174,8.22E-04
0.052534722,338.7,10.37001,8.22E-04
0.052696759,338.7,10.37013,8.22E-04
0.052858796,338.7,10.37023,8.22E-04
0.053020833,338.7,10.36951,8.23E-04
0.05318287,338.7,10.36956,8.23E-04
0.053344907,338.7,10.36631,8.25E-04
0.053518519,338.7,10.36555,8.25E-04
0.053668981,338.7,10.36475,8.28E-04
0.053831019,338.7,10.36473,8.29E-04
0.053993056,338.7,10.36471,8.30E-04
0.054155093,338.7,10.36386,8.31E-04
0.05431713,338.7,10.36378,8.32E-04
0.054479167,338.7,10.3645,8.31E-04
0.054641204,338.7,10.36444,8.34E-04
0.054803241,338.7,10.36441,8.35E-04
0.054965278,338.7,10.3644,8.36E-04
0.055127315,338.7,10.36436,8.37E-04
0.055300926,338.7,10.36431,8.38E-04
0.055451389,338.7,10.36424,8.39E-04
0.055613426,338.7,10.36334,8.41E-04
0.055775463,338.7,10.36323,8.42E-04
0.0559375,338.7,10.36313,8.43E-04
0.056111111,338.7,10.363,8.44E-04
0.056261574,338.7,10.36205,8.46E-04
0.056423611,338.7,10.36106,8.46E-04
0.056585648,338.7,10.36084,8.45E-04
0.056747685,338.7,10.36141,8.45E-04
0.056921296,338.7,10.36123,8.45E-04
0.057083333,338.7,10.3586,8.44E-04
0.05724537,338.7,10.35843,8.43E-04
0.057395833,338.7,10.35913,8.43E-04
0.05755787,338.7,10.35903,8.42E-04
0.057731481,338.7,10.35896,8.41E-04
0.057893519,338.7,10.35972,8.41E-04
0.058055556,338.7,10.36049,8.39E-04
0.058206019,338.7,10.36129,8.39E-04
0.058368056,338.7,10.36648,8.40E-04
0.058541667,338.7,10.36548,8.40E-04
0.058703704,338.7,10.3647,8.43E-04
0.058865741,338.7,10.36473,8.42E-04
0.059027778,338.7,10.36474,8.44E-04
0.059178241,338.7,10.36721,8.46E-04
0.059340278,338.7,10.36716,8.47E-04
0.059513889,338.7,10.3671,8.47E-04
0.059675926,338.7,10.36703,8.47E-04
0.059837963,338.7,10.36366,8.49E-04
0.06,338.7,10.36275,8.51E-04
0.060162037,338.7,10.36178,8.51E-04
0.060324074,338.7,10.36241,8.50E-04
0.061030093,338.7,10.36263,8.48E-04
0.061724537,338.7,10.36513,8.48E-04
0.062430556,338.7,10.36497,8.42E-04
0.063136574,338.7,10.36693,8.39E-04
0.063854167,338.7,10.36684,8.43E-04
0.064560185,338.7,10.36473,8.44E-04
0.065266204,338.7,10.36653,8.40E-04
0.065960648,338.7,10.36864,8.39E-04
0.066666667,338.7,10.3691,8.45E-04
0.067372685,338.7,10.36689,8.49E-04
0.06806713,338.7,10.36769,8.48E-04
0.068784722,338.7,10.36526,8.45E-04
0.069490741,338.7,10.36729,8.42E-04
0.070196759,338.7,10.36701,8.42E-04
0.070891204,338.7,10.36748,8.48E-04
0.071597222,338.7,10.36083,8.57E-04
0.072303241,338.7,10.35952,8.67E-04
0.073009259,338.7,10.35812,8.71E-04
0.073715278,338.7,10.35861,8.68E-04
0.074421296,338.7,10.35955,8.65E-04
0.075115741,338.7,10.35762,8.60E-04
0.075821759,338.7,10.36089,8.61E-04
0.076539352,338.7,10.36465,8.65E-04
0.07724537,338.7,10.36282,8.70E-04
0.077951389,338.7,10.36212,8.71E-04
0.078657407,338.7,10.3599,8.71E-04
0.079351852,338.7,10.36145,8.63E-04
0.08005787,338.7,10.36252,8.59E-04
0.080763889,338.7,10.36306,8.56E-04
0.081469907,338.7,10.36548,8.54E-04
0.082175926,338.7,10.36802,8.60E-04
0.082881944,338.7,10.36925,8.64E-04
0.083576389,338.7,10.36252,8.63E-04
0.084282407,338.7,10.36534,8.59E-04
0.084988426,338.7,10.36626,8.63E-04
0.085694444,338.7,10.3668,8.66E-04
0.086400463,338.7,10.36275,8.65E-04
0.087106481,338.7,10.36041,8.60E-04
0.087800926,338.7,10.3609,8.62E-04
0.088506944,338.7,10.35951,8.71E-04
0.089212963,338.7,10.35832,8.83E-04
0.089918981,338.7,10.35174,8.85E-04
0.090625,338.7,10.35243,8.82E-04
0.091331019,338.7,10.35441,8.79E-04
0.092037037,338.7,10.35771,8.81E-04
0.092731481,338.7,10.35579,8.80E-04
0.093449074,338.7,10.35452,8.78E-04
0.094155093,338.7,10.35695,8.77E-04
0.094861111,338.7,10.35894,8.80E-04
0.09556713,338.7,10.35712,8.82E-04
0.096273148,338.7,10.35423,8.77E-04
0.096967593,338.7,10.35503,8.74E-04
0.097673611,338.7,10.35364,8.70E-04
0.09837963,338.7,10.35422,8.64E-04
0.099085648,338.7,10.35594,8.67E-04
0.099791667,338.7,10.35752,8.76E-04
0.100497685,338.7,10.35442,8.81E-04
0.101203704,338.7,10.35151,8.82E-04
0.101898148,338.7,10.34934,8.80E-04
0.102604167,338.7,10.35007,8.77E-04
0.103310185,338.7,10.35197,8.73E-04
0.104016204,338.7,10.35419,8.76E-04
0.104722222,338.7,10.35441,8.79E-04
0.105428241,338.7,10.35192,8.89E-04
0.106134259,338.7,10.34806,8.91E-04
0.106828704,338.7,10.34926,8.85E-04
0.107546296,338.7,10.35343,8.86E-04
0.108240741,338.7,10.3525,8.91E-04
0.108958333,338.7,10.34782,8.91E-04
0.109652778,338.7,10.3483,8.87E-04
0.11037037,338.7,10.35158,8.86E-04
0.111064815,338.7,10.35439,8.89E-04
0.111770833,338.7,10.35595,8.96E-04
0.112476852,338.7,10.34879,8.97E-04
0.11318287,338.7,10.34929,8.91E-04
0.113888889,338.7,10.35097,8.85E-04
0.114594907,338.7,10.35218,8.79E-04
0.115289352,338.7,10.35371,8.80E-04
0.11599537,338.7,10.35609,8.86E-04
0.116701389,338.7,10.35383,8.89E-04
0.117407407,338.7,10.35556,8.86E-04
0.118113426,338.7,10.35439,8.84E-04
0.118819444,338.7,10.35598,8.88E-04
0.119525463,338.7,10.35454,8.87E-04
0.120219907,338.7,10.35205,8.84E-04
0.120925926,338.7,10.35153,8.85E-04
0.121631944,338.7,10.35567,8.93E-04
0.122337963,338.7,10.35227,9.01E-04
0.123043981,338.7,10.35006,9.12E-04
0.12375,338.7,10.34651,9.16E-04
0.124444444,338.7,10.3477,9.12E-04
0.125150463,338.7,10.35044,9.08E-04
0.125856481,338.7,10.34663,9.02E-04
0.1265625,338.7,10.34828,8.99E-04
0.127268519,338.7,10.35366,9.02E-04
0.127974537,338.7,10.35963,9.09E-04
0.128668981,338.7,10.35362,9.08E-04
0.129375,338.7,10.35159,9.04E-04
0.130081019,338.7,10.34815,9.01E-04
0.130787037,338.7,10.35443,8.96E-04
0.131493056,338.7,10.35506,8.93E-04
0.132199074,338.7,10.35678,8.93E-04
0.132905093,338.7,10.36179,8.97E-04
0.133599537,338.7,10.3596,9.03E-04
0.134305556,338.7,10.35605,9.04E-04
0.135023148,338.7,10.35366,8.99E-04
0.135729167,338.7,10.35496,8.97E-04
0.136435185,338.7,10.35458,9.00E-04
0.137141204,338.7,10.3497,9.11E-04
0.137835648,338.7,10.34681,9.18E-04
0.138541667,338.7,10.34587,9.18E-04
0.139247685,338.7,10.34365,9.14E-04
0.139953704,338.7,10.34598,9.12E-04
0.140659722,338.7,10.34866,9.18E-04
0.141365741,338.7,10.35092,9.20E-04
0.142060185,338.7,10.34956,9.19E-04
0.142766204,338.7,10.3474,9.16E-04
0.143472222,338.7,10.35083,9.17E-04
0.144178241,338.7,10.35153,9.22E-04
0.144884259,338.7,10.34706,9.18E-04
0.145590278,338.7,10.34852,9.14E-04
0.146296296,338.7,10.34628,9.12E-04
0.146990741,338.7,10.3468,9.04E-04
0.147696759,338.7,10.34921,9.01E-04
0.148402778,338.7,10.35177,9.09E-04
0.149108796,338.7,10.3563,9.14E-04
0.149814815,338.7,10.35117,9.13E-04
0.150520833,338.7,10.34946,9.09E-04
0.151226852,338.7,10.3465,9.09E-04
0.151921296,338.7,10.34645,9.02E-04
0.152627315,338.7,10.34874,9.08E-04
0.153333333,338.7,10.34752,9.17E-04
0.154050926,338.7,10.3424,9.27E-04
0.154756944,338.7,10.34006,9.37E-04
0.155462963,338.7,10.33723,9.38E-04
0.156157407,338.7,10.33451,9.34E-04
0.156863426,338.7,10.33633,9.30E-04
0.157569444,338.7,10.33779,9.25E-04
0.158275463,338.7,10.34044,9.22E-04
0.158981481,338.7,10.34667,9.24E-04
0.1596875,338.7,10.34648,9.34E-04
0.160381944,338.7,10.34613,9.33E-04
0.161087963,338.7,10.34149,9.30E-04
0.161793981,338.7,10.34225,9.25E-04
0.1625,338.7,10.34334,9.18E-04
0.163206019,338.7,10.34145,9.16E-04
0.163912037,338.7,10.34478,9.18E-04
0.164606481,338.7,10.34767,9.22E-04
0.1653125,338.7,10.34355,9.21E-04
0.166018519,338.7,10.3413,9.17E-04
0.166724537,338.7,10.34179,9.16E-04
0.167430556,338.7,10.3467,9.20E-04
0.168136574,338.7,10.34809,9.25E-04
0.168842593,338.7,10.34238,9.24E-04
0.169537037,338.7,10.3415,9.22E-04
0.170243056,338.7,10.33999,9.30E-04
0.170949074,338.7,10.33558,9.39E-04
0.171655093,338.7,10.33325,9.43E-04
0.172361111,338.7,10.33393,9.39E-04
0.17306713,338.7,10.33099,9.36E-04
0.173761574,338.7,10.33665,9.34E-04
0.174467593,338.7,10.33938,9.37E-04
0.175173611,338.7,10.34156,9.41E-04
0.17587963,338.7,10.34014,9.39E-04
0.176585648,338.7,10.3387,9.38E-04
0.177291667,338.7,10.33616,9.33E-04
0.177986111,338.7,10.33718,9.29E-04
0.17869213,338.7,10.33602,9.26E-04
0.179398148,338.7,10.34009,9.29E-04
0.180115741,338.7,10.34318,9.35E-04
0.180810185,338.7,10.3403,9.35E-04
0.181516204,338.7,10.33452,9.30E-04
0.182222222,338.7,10.33569,9.26E-04
0.182928241,338.7,10.33716,9.27E-04
0.183622685,338.7,10.33956,9.31E-04
0.184328704,338.7,10.34073,9.33E-04
0.185034722,338.7,10.33635,9.36E-04
0.185740741,338.7,10.3338,9.29E-04
0.186446759,338.7,10.33246,9.28E-04
0.187152778,338.7,10.33354,9.35E-04
0.187858796,338.7,10.33289,9.48E-04
0.188564815,338.7,10.33142,9.53E-04
0.189270833,338.7,10.32953,9.50E-04
0.189976852,338.7,10.33113,9.45E-04
0.19068287,338.7,10.32911,9.39E-04
0.191377315,338.7,10.3316,9.38E-04
0.192083333,338.7,10.33364,9.43E-04
0.192789352,338.7,10.33731,9.49E-04
0.19349537,338.7,10.33549,9.51E-04
0.194201389,338.7,10.3323,9.43E-04
0.194907407,338.7,10.32975,9.40E-04
0.195601852,338.7,10.33081,9.37E-04
0.19630787,338.7,10.33291,9.35E-04
0.197013889,338.7,10.33629,9.34E-04
0.197719907,338.7,10.33654,9.36E-04
0.198425926,338.7,10.33115,9.35E-04
0.199131944,338.7,10.33233,9.32E-04
0.199837963,338.7,10.33309,9.34E-04
0.200532407,338.7,10.33526,9.42E-04
0.201238426,338.7,10.33529,9.44E-04
0.201944444,338.7,10.32925,9.38E-04
0.202650463,338.7,10.32769,9.34E-04
0.203356481,338.7,10.32643,9.33E-04
0.2040625,338.7,10.32963,9.38E-04
0.204756944,338.7,10.33147,9.50E-04
0.205462963,338.7,10.32532,9.59E-04
0.206168981,338.7,10.32269,9.64E-04
0.206875,338.7,10.31977,9.60E-04
0.207581019,338.7,10.31736,9.57E-04
0.208287037,338.7,10.32194,9.52E-04
0.208981481,338.7,10.32446,9.49E-04
0.2096875,338.7,10.32736,9.49E-04
0.210405093,338.7,10.3291,9.58E-04
0.211111111,338.7,10.32793,9.60E-04
0.21181713,338.7,10.32489,9.57E-04
0.212523148,338.7,10.32303,9.51E-04
0.213217593,338.7,10.324,9.49E-04
0.213923611,338.7,10.32526,9.43E-04
0.21462963,338.7,10.3268,9.40E-04
0.215335648,338.7,10.33106,9.43E-04
0.216053241,338.7,10.33667,9.48E-04
0.216759259,338.7,10.33349,9.53E-04
0.217465278,338.7,10.32745,9.51E-04
0.218159722,338.7,10.32507,9.45E-04
0.218865741,338.7,10.32296,9.39E-04
0.219571759,338.7,10.32451,9.41E-04
0.220277778,338.7,10.32593,9.50E-04
0.220983796,338.7,10.32015,9.61E-04
0.221689815,338.7,10.3178,9.71E-04
0.222384259,338.7,10.31677,9.70E-04
0.223090278,338.7,10.3129,9.68E-04
0.223796296,338.7,10.31389,9.62E-04
0.224502315,338.7,10.31528,9.58E-04
0.225208333,338.7,10.31705,9.53E-04
0.225914352,338.7,10.32169,9.54E-04
0.226608796,338.7,10.32358,9.63E-04
0.227314815,338.7,10.32575,9.68E-04
0.228020833,338.7,10.32424,9.64E-04
0.228726852,338.7,10.31885,9.63E-04
0.22943287,338.7,10.32045,9.58E-04
0.230138889,338.7,10.31935,9.52E-04
0.237083333,338.7,10.31873,9.57E-04
0.244027778,338.7,10.32047,9.77E-04
0.25099537,338.7,10.31771,9.60E-04
0.257951389,338.7,10.30926,9.72E-04
0.264907407,338.7,10.31594,9.67E-04
0.271851852,338.7,10.30766,9.87E-04
0.278819444,338.7,10.31059,9.78E-04
0.285763889,338.7,10.31628,9.76E-04
0.292719907,338.7,10.32158,9.84E-04
0.299675926,338.7,10.32943,9.71E-04
0.30662037,338.7,10.31796,1.00E-03
0.313564815,338.7,10.32015,9.92E-04
0.320532407,338.7,10.32339,9.86E-04
0.327476852,338.7,10.31636,9.96E-04
