Time,Temperature,Stress,Creep Strain
0.458391204,338.7,6.86962,0.00058301597
0.46537037,338.7,6.86355,0.00058605780
0.472337963,338.7,6.86985,0.00058116001
0.479293981,338.7,6.85906,0.00058958996
0.486261574,338.7,6.86586,0.00059064266
0.493206019,338.7,6.85716,0.00059054064
0.500173611,338.7,6.91153,0.00059335583
0.507141204,338.7,6.91102,0.00059199883
0.514097222,338.7,6.89884,0.00059581686
0.521076389,338.7,6.90887,0.00059295676
0.528020833,338.7,6.89781,0.00059680166
0.534965278,338.7,6.89786,0.00059626329
0.541909722,338.7,6.89203,0.00059798576
0.548865741,338.7,6.8926,0.00059653729
0.555833333,338.7,6.8972,0.00059866880
0.5628125,338.7,6.88587,0.00060389353
0.569756944,338.7,6.89186,0.00060174876
0.576712963,338.7,6.88511,0.00060433339
0.583657407,338.7,6.88395,0.00060532200
0.590601852,338.7,6.88335,0.00060486245
0.597569444,338.7,6.87596,0.00060334980
0.604537037,338.7,6.88525,0.00060432927
0.61150463,338.7,6.87709,0.00060987837
0.618472222,338.7,6.87606,0.00060943156
0.625439815,338.7,6.87434,0.00060858725
0.632395833,338.7,6.86804,0.00060972704
0.639375,338.7,6.87614,0.00060853431
0.646354167,338.7,6.86826,0.00061443317
0.653298611,338.7,6.87247,0.00061144595
0.660266204,338.7,6.86183,0.00061563639
0.667233796,338.7,6.86319,0.00061422439
0.674178241,338.7,6.86853,0.00061400763
0.681134259,338.7,6.8585,0.00061764323
0.688101852,338.7,6.86649,0.00061359043
0.695069444,338.7,6.85574,0.00061873851
0.702037037,338.7,6.91614,0.00062131674
0.70900463,338.7,6.91353,0.00061763530
0.715983796,338.7,6.91012,0.00062059910
0.722928241,338.7,6.91039,0.00062291766
0.729907407,338.7,6.90423,0.00062554463
0.736851852,338.7,6.90516,0.00062175908
0.743831019,338.7,6.90053,0.00062619026
0.750798611,338.7,6.8993,0.00062527203
0.757743056,338.7,6.90181,0.00062704751
0.764699074,338.7,6.89633,0.00063013169
0.771643519,338.7,6.90042,0.00062756559
0.778622685,338.7,6.89449,0.00063108070
0.785601852,338.7,6.89333,0.00063063752
0.792546296,338.7,6.89664,0.00063101747
0.799502315,338.7,6.88844,0.00063233234
0.806469907,338.7,6.89453,0.00063298843
0.8134375,338.7,6.88658,0.00063471355
0.820416667,338.7,6.88944,0.00063319773
0.827384259,338.7,6.88686,0.00063565981
0.834363426,338.7,6.88264,0.00063482943
0.841331019,338.7,6.88994,0.00063413753
0.848275463,338.7,6.88271,0.00063858567
0.855219907,338.7,6.88667,0.00063656020
0.862164352,338.7,6.88484,0.00063804583
0.86912037,338.7,6.87947,0.00063504197
0.876087963,338.7,6.88677,0.00063608006
0.883055556,338.7,6.87956,0.00064064692
0.890034722,338.7,6.88095,0.00063827954
0.896979167,338.7,6.87693,0.00064358777
0.903935185,338.7,6.87696,0.00064358689
0.910891204,338.7,6.87828,0.00064205667
0.917835648,338.7,6.87388,0.00064373708
0.924791667,338.7,6.88399,0.00064421523
0.931736111,338.7,6.87823,0.00064862024
0.938715278,338.7,6.87299,0.00064704426
0.945671296,338.7,6.87825,0.00064629305
0.952650463,338.7,6.86888,0.00064811964
0.959594907,338.7,6.87615,0.00064730931
0.966550926,338.7,6.87214,0.00064933626
0.973530093,338.7,6.87497,0.00064925302
