sige,time,eps,Tabs
20.6483,25.03211806,0.1098823,318.15
20.65101,25.05296296,0.1099201,318.15
20.65551,25.07381944,0.1099595,318.15
20.64937,25.09465278,0.1100003,318.15
20.65969,25.11553241,0.1100409,318.15
20.65066,25.13638889,0.11008,318.15
20.69027,25.15724537,0.1101211,318.15
20.65314,25.17809028,0.110159,318.15
20.65003,25.19894676,0.1101973,318.15
20.64334,25.21980324,0.1102372,318.15
20.65831,25.24065972,0.1102772,318.15
20.66924,25.2615162,0.1103158,318.15
20.65023,25.28237269,0.1103564,318.15
20.65586,25.30324074,0.110396,318.15
20.65264,25.32408565,0.1104381,318.15
20.65182,25.34494213,0.1104791,318.15
20.64745,25.36579861,0.1105191,318.15
20.66423,25.38664352,0.1105583,318.15
20.6517,25.4075,0.1105976,318.15
20.64787,25.42835648,0.110641,318.15
20.65632,25.44922454,0.1106866,318.15
20.64897,25.47008102,0.1107291,318.15
20.64284,25.4909375,0.1107729,318.15
20.64131,25.51180556,0.1108166,318.15
20.64108,25.53266204,0.1108575,318.15
20.64639,25.55351852,0.1108834,318.15
20.64549,25.57436343,0.1109268,318.15
20.64704,25.59521991,0.1109651,318.15
20.64393,25.61606481,0.1110017,318.15
20.64879,25.6369213,0.1110506,318.15
20.65671,25.65775463,0.1110929,318.15
20.65643,25.67861111,0.1111343,318.15
20.65501,25.69944444,0.1111755,318.15
20.66643,25.72030093,0.1112176,318.15
20.67144,25.74115741,0.1112575,318.15
20.6437,25.76201389,0.1112975,318.15
20.64634,25.78284722,0.111339,318.15
20.67184,25.8037037,0.1113801,318.15
20.64781,25.82456019,0.1114096,318.15
20.64709,25.84541667,0.1114447,318.15
20.64629,25.86625,0.1114834,318.15
20.66931,25.88711806,0.1115303,318.15
20.64096,25.90796296,0.1115718,318.15
20.667,25.92880787,0.1116144,318.15
20.65444,25.94965278,0.1116555,318.15
20.65434,25.97050926,0.1116879,318.15
20.65594,25.99135417,0.1117244,318.15
20.64629,26.01221065,0.1117655,318.15
20.66686,26.03305556,0.1118065,318.15
20.64999,26.05390046,0.1118436,318.15
